order_id,customer_id,product_id,order_date,quantity,price,revenue,city
O00408,C0073,P28,2024-11-05,1,471.0,471.0,Pune
O00409,C0092,P3,2024-07-06,1,1019.0,1019.0,Pune
O00410,C0249,P29,2024-02-15,2,1019.0,2038.0,Ahmedabad
O00411,C0123,P15,2024-04-11,1,1572.0,1572.0,Chennai
O00412,C0088,P4,2024-10-08,1,403.0,403.0,Bengaluru
O00413,C0425,P20,2024-02-07,1,820.0,820.0,Mumbai
O00414,C0410,P47,2024-01-25,1,176.0,176.0,Delhi
O00415,C0080,P39,2024-01-24,1,973.0,973.0,Mumbai
O00416,C0324,P28,2024-06-04,1,471.0,471.0,Delhi
O00417,C0304,P9,2024-10-08,2,973.0,1946.0,Bengaluru
O00418,C0105,P20,2024-03-01,1,820.0,820.0,Delhi
O00419,C0434,P22,2024-01-29,1,871.0,871.0,Pune
O00420,C0181,P20,2024-07-13,2,820.0,1640.0,Hyderabad
O00421,C0204,P2,2024-03-24,1,806.0,806.0,Bengaluru
O00422,C0460,P8,2024-08-14,1,925.0,925.0,Delhi
O00423,C0242,P14,2024-02-07,1,973.0,973.0,Ahmedabad
O00424,C0110,P50,2024-06-28,2,176.0,352.0,Chennai
O00425,C0296,P9,2024-07-22,1,973.0,973.0,Chennai
O00426,C0179,P10,2024-03-02,1,1019.0,1019.0,Mumbai
O00427,C0499,P9,2024-12-23,1,973.0,973.0,Ahmedabad
O00428,C0042,P50,2024-12-08,1,176.0,176.0,Bengaluru
O00429,C0228,P50,2024-08-19,1,176.0,176.0,Bengaluru
O00430,C0407,P24,2024-11-17,1,755.0,755.0,Mumbai
O00431,C0495,P23,2024-09-04,2,891.0,1782.0,Delhi
O00432,C0352,P7,2024-10-05,1,811.0,811.0,Bengaluru
O00433,C0214,P35,2024-10-25,1,849.0,849.0,Bengaluru
O00434,C0007,P7,2024-04-04,2,811.0,1622.0,Bengaluru
O00435,C0078,P35,2024-10-30,1,849.0,849.0,Bengaluru
O00436,C0255,P20,2024-08-18,1,820.0,820.0,Mumbai
O00437,C0093,P5,2024-11-28,1,755.0,755.0,Delhi
O00438,C0103,P52,2024-11-19,1,229.0,229.0,Mumbai
O00439,C0169,P46,2024-05-21,1,849.0,849.0,Delhi
O00440,C0004,P24,2024-05-28,1,755.0,755.0,Mumbai
O00441,C0092,P37,2024-11-17,1,1075.0,1075.0,Pune
O00442,C0155,P49,2024-07-26,1,229.0,229.0,Mumbai
O00443,C0363,P21,2024-08-26,1,466.0,466.0,Mumbai
O00444,C0441,P18,2024-11-08,1,764.0,764.0,Mumbai
O00445,C0364,P5,2024-02-18,1,755.0,755.0,Pune
O00446,C0354,P43,2024-03-18,1,806.0,806.0,Mumbai
O00447,C0111,P49,2024-11-05,1,229.0,229.0,Chennai
O00448,C0389,P24,2024-12-07,1,755.0,755.0,Mumbai
O00449,C0334,P24,2024-09-08,1,755.0,755.0,Bengaluru
O00450,C0129,P28,2024-08-21,2,471.0,942.0,Chennai
O00451,C0479,P7,2024-02-09,1,811.0,811.0,Ahmedabad
O00452,C0180,P32,2024-10-10,1,871.0,871.0,Mumbai
O00453,C0042,P28,2024-04-23,1,471.0,471.0,Bengaluru
O00454,C0323,P27,2024-07-19,2,551.0,1102.0,Chennai
O00455,C0319,P51,2024-06-28,1,176.0,176.0,Bengaluru
O00456,C0307,P8,2024-07-20,1,925.0,925.0,Pune
O00457,C0472,P36,2024-11-28,1,891.0,891.0,Mumbai
O00458,C0181,P42,2024-06-01,2,973.0,1946.0,Hyderabad
O00459,C0317,P31,2024-12-21,1,1019.0,1019.0,Bengaluru
O00460,C0090,P4,2024-07-07,2,403.0,806.0,Delhi
O00461,C0018,P29,2024-09-20,1,1019.0,1019.0,Hyderabad
O00462,C0287,P37,2024-07-07,1,1075.0,1075.0,Chennai
O00463,C0032,P22,2024-04-11,1,871.0,871.0,Chennai
O00464,C0312,P62,2024-02-11,1,129.0,129.0,Hyderabad
O00465,C0122,P29,2024-08-15,1,1019.0,1019.0,Bengaluru
O00466,C0215,P20,2024-12-03,1,820.0,820.0,Pune
O00467,C0114,P58,2024-10-11,1,165.0,165.0,Ahmedabad
O00468,C0155,P15,2024-09-19,2,1572.0,3144.0,Mumbai
O00469,C0493,P28,2024-09-11,1,471.0,471.0,Delhi
O00470,C0476,P26,2024-02-02,2,373.0,746.0,Hyderabad
O00471,C0135,P41,2024-02-26,1,820.0,820.0,Pune
O00472,C0252,P49,2024-09-18,2,229.0,458.0,Chennai
O00473,C0033,P44,2024-12-24,1,764.0,764.0,Pune
O00474,C0055,P53,2024-05-01,1,212.0,212.0,Delhi
O00475,C0209,P12,2024-11-18,1,849.0,849.0,Delhi
O00476,C0026,P47,2024-12-03,2,176.0,352.0,Chennai
O00477,C0198,P38,2024-11-05,1,755.0,755.0,Hyderabad
O00478,C0014,P41,2024-09-20,1,820.0,820.0,Bengaluru
O00479,C0104,P8,2024-09-28,2,925.0,1850.0,Mumbai
O00480,C0176,P50,2024-04-02,1,176.0,176.0,Mumbai
O00481,C0470,P26,2024-11-24,1,373.0,373.0,Delhi
O00482,C0136,P10,2024-09-29,1,1019.0,1019.0,Chennai
O00483,C0326,P7,2024-11-04,2,811.0,1622.0,Pune
O00484,C0044,P31,2024-11-18,1,1019.0,1019.0,Pune
O00485,C0473,P16,2024-09-17,2,726.0,1452.0,Delhi
O00486,C0393,P62,2024-06-13,1,129.0,129.0,Ahmedabad
O00487,C0482,P5,2024-07-01,2,755.0,1510.0,Mumbai
O00488,C0195,P17,2024-09-30,2,849.0,1698.0,Hyderabad
O00489,C0028,P28,2024-02-26,1,471.0,471.0,Hyderabad
O00490,C0203,P27,2024-04-04,1,551.0,551.0,Bengaluru
O00491,C0400,P20,2024-04-07,1,820.0,820.0,Hyderabad
O00492,C0006,P33,2024-01-19,1,891.0,891.0,Chennai
O00493,C0190,P46,2024-11-14,2,849.0,1698.0,Mumbai
O00494,C0096,P2,2024-10-25,1,806.0,806.0,Pune
O00495,C0462,P23,2024-04-10,1,891.0,891.0,Hyderabad
O00496,C0011,P62,2024-05-27,1,129.0,129.0,Hyderabad
O00497,C0051,P61,2024-07-25,1,223.0,223.0,Chennai
O00498,C0266,P4,2024-10-06,1,403.0,403.0,Ahmedabad
O00499,C0268,P33,2024-10-11,1,891.0,891.0,Bengaluru
O00500,C0416,P22,2024-03-27,1,871.0,871.0,Chennai
O00501,C0438,P32,2024-09-02,2,871.0,1742.0,Pune
O00502,C0326,P36,2024-12-23,1,891.0,891.0,Pune
O00503,C0280,P44,2024-10-19,1,764.0,764.0,Hyderabad
O00504,C0328,P32,2024-06-28,1,871.0,871.0,Hyderabad
O00505,C0062,P17,2024-05-06,1,849.0,849.0,Pune
O00506,C0463,P23,2024-02-21,2,891.0,1782.0,Pune
O00507,C0445,P11,2024-01-14,1,973.0,973.0,Ahmedabad
O00508,C0329,P37,2024-04-11,1,1075.0,1075.0,Mumbai
O00509,C0439,P56,2024-03-05,2,165.0,330.0,Mumbai
O00510,C0327,P53,2024-06-15,1,212.0,212.0,Bengaluru
O00511,C0104,P9,2024-05-23,1,973.0,973.0,Mumbai
O00512,C0383,P62,2024-09-15,1,129.0,129.0,Bengaluru
O00513,C0077,P24,2024-08-02,2,755.0,1510.0,Ahmedabad
O00514,C0320,P17,2024-07-28,1,849.0,849.0,Hyderabad
O00515,C0079,P22,2024-08-20,1,871.0,871.0,Hyderabad
O00516,C0386,P27,2024-11-16,2,551.0,1102.0,Bengaluru
O00517,C0330,P51,2024-01-06,2,176.0,352.0,Chennai
O00518,C0061,P26,2024-09-29,2,373.0,746.0,Pune
O00519,C0039,P61,2024-09-03,2,223.0,446.0,Bengaluru
O00520,C0426,P62,2024-12-08,2,129.0,258.0,Hyderabad
O00521,C0226,P17,2024-09-02,2,849.0,1698.0,Pune
O00522,C0321,P4,2024-08-06,2,403.0,806.0,Pune
O00523,C0168,P28,2024-09-29,1,471.0,471.0,Chennai
O00524,C0430,P55,2024-07-01,2,129.0,258.0,Chennai
O00525,C0461,P13,2024-07-13,1,747.0,747.0,Pune
O00526,C0360,P16,2024-09-28,1,726.0,726.0,Delhi
O00527,C0053,P62,2024-02-20,2,129.0,258.0,Chennai
O00528,C0439,P41,2024-07-11,1,820.0,820.0,Mumbai
O00529,C0414,P46,2024-11-19,1,849.0,849.0,Delhi
O00530,C0060,P37,2024-05-25,1,1075.0,1075.0,Hyderabad
O00531,C0284,P54,2024-11-09,1,235.0,235.0,Bengaluru
O00532,C0493,P18,2024-02-07,1,764.0,764.0,Delhi
O00533,C0122,P37,2024-03-27,2,1075.0,2150.0,Bengaluru
O00534,C0243,P46,2024-03-14,1,849.0,849.0,Bengaluru
O00535,C0202,P36,2024-06-10,2,891.0,1782.0,Delhi
O00536,C0235,P57,2024-03-02,2,165.0,330.0,Mumbai
O00537,C0292,P47,2024-07-23,1,176.0,176.0,Hyderabad
O00538,C0212,P61,2024-05-08,1,223.0,223.0,Bengaluru
O00539,C0165,P6,2024-07-17,1,866.0,866.0,Pune
O00540,C0141,P47,2024-06-21,1,176.0,176.0,Pune
O00541,C0457,P18,2024-07-02,2,764.0,1528.0,Mumbai
O00542,C0455,P36,2024-08-06,2,891.0,1782.0,Bengaluru
O00543,C0101,P49,2024-02-14,1,229.0,229.0,Chennai
O00544,C0053,P8,2024-03-22,1,925.0,925.0,Chennai
O00545,C0220,P2,2024-03-19,1,806.0,806.0,Delhi
O00546,C0472,P52,2024-07-05,1,229.0,229.0,Mumbai
O00547,C0244,P4,2024-04-02,1,403.0,403.0,Pune
O00548,C0290,P30,2024-12-29,2,849.0,1698.0,Delhi
O00549,C0496,P52,2024-11-24,1,229.0,229.0,Pune
O00550,C0080,P9,2024-01-02,1,973.0,973.0,Mumbai
O00551,C0382,P13,2024-07-27,1,747.0,747.0,Chennai
O00552,C0383,P14,2024-03-31,1,973.0,973.0,Bengaluru
O00553,C0163,P42,2024-06-07,1,973.0,973.0,Ahmedabad
O00554,C0411,P60,2024-03-21,1,276.0,276.0,Pune
O00555,C0404,P55,2024-11-16,1,129.0,129.0,Mumbai
O00556,C0355,P39,2024-05-16,1,973.0,973.0,Bengaluru
O00557,C0044,P18,2024-10-15,2,764.0,1528.0,Pune
O00558,C0224,P37,2024-09-07,2,1075.0,2150.0,Pune
O00559,C0457,P1,2024-08-04,1,905.0,905.0,Mumbai
O00560,C0164,P56,2024-05-21,1,165.0,165.0,Chennai
O00561,C0028,P5,2024-04-06,1,755.0,755.0,Hyderabad
O00562,C0211,P8,2024-03-30,2,925.0,1850.0,Pune
O00563,C0296,P1,2024-03-31,2,905.0,1810.0,Chennai
O00564,C0096,P15,2024-01-05,1,1572.0,1572.0,Pune
O00565,C0069,P52,2024-07-14,2,229.0,458.0,Ahmedabad
O00566,C0360,P50,2024-12-03,2,176.0,352.0,Delhi
O00567,C0144,P5,2024-06-28,1,755.0,755.0,Ahmedabad
O00568,C0230,P21,2024-05-07,1,466.0,466.0,Chennai
O00569,C0170,P7,2024-11-03,2,811.0,1622.0,Chennai
O00570,C0247,P33,2024-11-16,1,891.0,891.0,Pune
O00571,C0474,P2,2024-05-22,1,806.0,806.0,Delhi
O00572,C0018,P47,2024-11-11,1,176.0,176.0,Hyderabad
O00573,C0110,P19,2024-07-31,1,891.0,891.0,Chennai
O00574,C0228,P47,2024-07-23,1,176.0,176.0,Bengaluru
O00575,C0243,P47,2024-03-29,1,176.0,176.0,Bengaluru
O00576,C0020,P4,2024-05-01,1,403.0,403.0,Bengaluru
O00577,C0154,P24,2024-09-16,1,755.0,755.0,Chennai
O00578,C0068,P3,2024-04-10,1,1019.0,1019.0,Ahmedabad
O00579,C0243,P61,2024-03-30,1,223.0,223.0,Bengaluru
O00580,C0455,P14,2024-03-26,1,973.0,973.0,Bengaluru
O00581,C0179,P46,2024-05-24,1,849.0,849.0,Mumbai
O00582,C0120,P30,2024-12-20,1,849.0,849.0,Delhi
O00583,C0394,P37,2024-07-31,1,1075.0,1075.0,Delhi
O00584,C0242,P18,2024-04-11,1,764.0,764.0,Ahmedabad
O00585,C0278,P11,2024-01-28,1,973.0,973.0,Delhi
O00586,C0324,P42,2024-01-22,1,973.0,973.0,Delhi
O00587,C0377,P37,2024-03-08,2,1075.0,2150.0,Pune
O00588,C0110,P13,2024-03-05,1,747.0,747.0,Chennai
O00589,C0217,P14,2024-02-06,1,973.0,973.0,Chennai
O00590,C0234,P13,2024-05-05,1,747.0,747.0,Bengaluru
O00591,C0150,P3,2024-03-04,1,1019.0,1019.0,Hyderabad
O00592,C0342,P49,2024-12-01,1,229.0,229.0,Bengaluru
O00593,C0095,P54,2024-01-27,1,235.0,235.0,Bengaluru
O00594,C0421,P18,2024-06-05,2,764.0,1528.0,Chennai
O00595,C0447,P3,2024-03-25,1,1019.0,1019.0,Bengaluru
O00596,C0246,P30,2024-05-01,1,849.0,849.0,Ahmedabad
O00597,C0098,P4,2024-08-22,1,403.0,403.0,Delhi
O00598,C0437,P24,2024-11-30,1,755.0,755.0,Pune
O00599,C0302,P15,2024-02-08,2,1572.0,3144.0,Bengaluru
O00600,C0450,P54,2024-02-08,2,235.0,470.0,Hyderabad
O00601,C0020,P44,2024-02-21,1,764.0,764.0,Bengaluru
O00602,C0208,P47,2024-11-09,2,176.0,352.0,Mumbai
O00603,C0247,P32,2024-08-02,1,871.0,871.0,Pune
O00604,C0172,P4,2024-04-10,2,403.0,806.0,Delhi
O00605,C0296,P54,2024-08-09,1,235.0,235.0,Chennai
O00606,C0183,P45,2024-02-10,1,466.0,466.0,Hyderabad
O00607,C0242,P8,2024-06-10,1,925.0,925.0,Ahmedabad
O00608,C0343,P33,2024-01-29,1,891.0,891.0,Ahmedabad
O00609,C0448,P21,2024-10-03,1,466.0,466.0,Ahmedabad
O00610,C0197,P12,2024-05-19,1,849.0,849.0,Bengaluru
O00611,C0001,P40,2024-09-16,1,891.0,891.0,Pune
O00612,C0192,P45,2024-06-11,1,466.0,466.0,Delhi
O00613,C0283,P51,2024-05-29,1,176.0,176.0,Ahmedabad
O00614,C0221,P2,2024-04-04,2,806.0,1612.0,Mumbai
O00615,C0134,P37,2024-07-30,2,1075.0,2150.0,Mumbai
O00616,C0232,P33,2024-04-10,1,891.0,891.0,Delhi
O00617,C0003,P31,2024-01-20,1,1019.0,1019.0,Mumbai
O00618,C0307,P37,2024-07-07,1,1075.0,1075.0,Pune
O00619,C0333,P53,2024-01-27,1,212.0,212.0,Mumbai
O00620,C0322,P3,2024-07-25,2,1019.0,2038.0,Pune
O00621,C0471,P47,2024-01-21,1,176.0,176.0,Delhi
O00622,C0288,P28,2024-06-06,1,471.0,471.0,Hyderabad
O00623,C0058,P47,2024-06-21,1,176.0,176.0,Chennai
O00624,C0183,P40,2024-01-24,1,891.0,891.0,Hyderabad
O00625,C0433,P40,2024-11-20,1,891.0,891.0,Bengaluru
O00626,C0500,P24,2024-12-30,1,755.0,755.0,Ahmedabad
O00627,C0307,P47,2024-05-08,2,176.0,352.0,Pune
O00628,C0182,P26,2024-12-30,1,373.0,373.0,Mumbai
O00629,C0494,P35,2024-02-14,1,849.0,849.0,Pune
O00630,C0150,P21,2024-06-02,1,466.0,466.0,Hyderabad
O00631,C0312,P8,2024-07-04,1,925.0,925.0,Hyderabad
O00632,C0340,P22,2024-08-13,1,871.0,871.0,Pune
O00633,C0319,P31,2024-07-07,1,1019.0,1019.0,Bengaluru
O00634,C0073,P55,2024-05-22,1,129.0,129.0,Pune
O00635,C0457,P47,2024-10-06,1,176.0,176.0,Mumbai
O00636,C0296,P23,2024-01-30,1,891.0,891.0,Chennai
O00637,C0302,P4,2024-11-19,2,403.0,806.0,Bengaluru
O00638,C0366,P17,2024-07-24,1,849.0,849.0,Bengaluru
O00639,C0383,P40,2024-02-17,1,891.0,891.0,Bengaluru
O00640,C0356,P58,2024-11-15,2,165.0,330.0,Hyderabad
O00641,C0408,P14,2024-10-13,2,973.0,1946.0,Delhi
O00642,C0203,P49,2024-10-14,2,229.0,458.0,Bengaluru
O00643,C0388,P46,2024-12-17,1,849.0,849.0,Mumbai
O00644,C0268,P26,2024-07-30,1,373.0,373.0,Bengaluru
O00645,C0243,P44,2024-04-27,1,764.0,764.0,Bengaluru
O00646,C0382,P7,2024-09-28,1,811.0,811.0,Chennai
O00647,C0192,P10,2024-04-26,1,1019.0,1019.0,Delhi
O00648,C0179,P7,2024-09-05,2,811.0,1622.0,Mumbai
O00649,C0267,P4,2024-05-24,1,403.0,403.0,Chennai
O00650,C0020,P12,2024-06-10,2,849.0,1698.0,Bengaluru
O00651,C0073,P36,2024-12-27,1,891.0,891.0,Pune
O00652,C0208,P43,2024-03-05,1,806.0,806.0,Mumbai
O00653,C0229,P27,2024-01-04,1,551.0,551.0,Ahmedabad
O00654,C0073,P37,2024-05-11,1,1075.0,1075.0,Pune
O00655,C0407,P31,2024-03-22,1,1019.0,1019.0,Mumbai
O00656,C0499,P14,2024-08-24,2,973.0,1946.0,Ahmedabad
O00657,C0244,P58,2024-11-03,1,165.0,165.0,Pune
O00658,C0166,P11,2024-04-26,2,973.0,1946.0,Chennai
O00659,C0401,P28,2024-05-28,1,471.0,471.0,Bengaluru
O00660,C0296,P20,2024-09-27,2,820.0,1640.0,Chennai
O00661,C0051,P41,2024-01-31,2,820.0,1640.0,Chennai
O00662,C0398,P17,2024-05-06,2,849.0,1698.0,Ahmedabad
O00663,C0120,P15,2024-03-02,1,1572.0,1572.0,Delhi
O00664,C0323,P56,2024-10-14,1,165.0,165.0,Chennai
O00665,C0022,P4,2024-11-25,1,403.0,403.0,Delhi
O00666,C0312,P21,2024-09-28,1,466.0,466.0,Hyderabad
O00667,C0298,P52,2024-10-30,1,229.0,229.0,Hyderabad
O00668,C0048,P9,2024-11-29,1,973.0,973.0,Bengaluru
O00669,C0205,P3,2024-08-31,1,1019.0,1019.0,Chennai
O00670,C0487,P49,2024-02-26,1,229.0,229.0,Hyderabad
O00671,C0215,P44,2024-08-02,2,764.0,1528.0,Pune
O00672,C0143,P48,2024-08-09,1,235.0,235.0,Mumbai
O00673,C0148,P47,2024-05-19,1,176.0,176.0,Bengaluru
O00674,C0458,P3,2024-04-03,1,1019.0,1019.0,Mumbai
O00675,C0080,P41,2024-06-22,1,820.0,820.0,Mumbai
O00676,C0467,P38,2024-05-25,1,755.0,755.0,Delhi
O00677,C0004,P5,2024-09-23,2,755.0,1510.0,Mumbai
O00678,C0055,P29,2024-05-20,2,1019.0,2038.0,Delhi
O00679,C0225,P12,2024-06-14,2,849.0,1698.0,Bengaluru
O00680,C0130,P39,2024-06-09,2,973.0,1946.0,Bengaluru
O00681,C0457,P47,2024-07-15,1,176.0,176.0,Mumbai
O00682,C0358,P40,2024-09-14,1,891.0,891.0,Bengaluru
O00683,C0375,P55,2024-01-09,1,129.0,129.0,Ahmedabad
O00684,C0215,P57,2024-03-19,1,165.0,165.0,Pune
O00685,C0487,P51,2024-11-18,2,176.0,352.0,Hyderabad
O00686,C0162,P42,2024-11-22,1,973.0,973.0,Chennai
O00687,C0130,P45,2024-12-08,1,466.0,466.0,Bengaluru
O00688,C0057,P61,2024-02-13,1,223.0,223.0,Pune
O00689,C0339,P23,2024-01-29,1,891.0,891.0,Hyderabad
O00690,C0062,P28,2024-08-29,1,471.0,471.0,Pune
O00691,C0204,P42,2024-05-15,2,973.0,1946.0,Bengaluru
O00692,C0040,P39,2024-10-02,2,973.0,1946.0,Pune
O00693,C0182,P4,2024-09-06,1,403.0,403.0,Mumbai
O00694,C0307,P19,2024-04-16,2,891.0,1782.0,Pune
O00695,C0245,P44,2024-07-21,1,764.0,764.0,Delhi
O00696,C0191,P47,2024-07-11,1,176.0,176.0,Chennai
O00697,C0060,P11,2024-01-22,1,973.0,973.0,Hyderabad
O00698,C0334,P45,2024-06-15,1,466.0,466.0,Bengaluru
O00699,C0037,P32,2024-04-14,1,871.0,871.0,Delhi
O00700,C0314,P30,2024-01-25,1,849.0,849.0,Ahmedabad
O00701,C0315,P6,2024-11-21,2,866.0,1732.0,Pune
O00702,C0366,P47,2024-03-23,2,176.0,352.0,Bengaluru
O00703,C0112,P24,2024-09-12,2,755.0,1510.0,Bengaluru
O00704,C0268,P29,2024-02-19,1,1019.0,1019.0,Bengaluru
O00705,C0212,P21,2024-02-01,1,466.0,466.0,Bengaluru
O00706,C0137,P12,2024-09-03,1,849.0,849.0,Chennai
O00707,C0392,P19,2024-10-24,1,891.0,891.0,Delhi
O00708,C0390,P34,2024-08-14,1,973.0,973.0,Mumbai
O00709,C0137,P29,2024-08-29,1,1019.0,1019.0,Chennai
O00710,C0181,P32,2024-08-08,2,871.0,1742.0,Hyderabad
O00711,C0022,P36,2024-03-15,1,891.0,891.0,Delhi
O00712,C0162,P54,2024-07-31,2,235.0,470.0,Chennai
O00713,C0460,P10,2024-06-25,1,1019.0,1019.0,Delhi
O00714,C0480,P21,2024-06-01,1,466.0,466.0,Hyderabad
O00715,C0238,P34,2024-04-06,1,973.0,973.0,Hyderabad
O00716,C0068,P26,2024-05-12,1,373.0,373.0,Ahmedabad
O00717,C0395,P18,2024-06-23,1,764.0,764.0,Hyderabad
O00718,C0362,P55,2024-04-02,1,129.0,129.0,Delhi
O00719,C0453,P32,2024-09-03,1,871.0,871.0,Hyderabad
O00720,C0134,P8,2024-12-15,2,925.0,1850.0,Mumbai
O00721,C0308,P8,2024-01-19,1,925.0,925.0,Hyderabad
O00722,C0306,P55,2024-02-26,1,129.0,129.0,Chennai
O00723,C0008,P56,2024-05-23,1,165.0,165.0,Ahmedabad
O00724,C0315,P52,2024-12-15,1,229.0,229.0,Pune
O00725,C0269,P33,2024-04-14,1,891.0,891.0,Pune
O00726,C0160,P2,2024-01-03,1,806.0,806.0,Delhi
O00727,C0496,P12,2024-07-24,1,849.0,849.0,Pune
O00728,C0148,P39,2024-10-03,2,973.0,1946.0,Bengaluru
O00729,C0231,P9,2024-12-24,1,973.0,973.0,Delhi
O00730,C0328,P25,2024-08-16,1,891.0,891.0,Hyderabad
O00731,C0229,P22,2024-04-02,1,871.0,871.0,Ahmedabad
O00732,C0107,P9,2024-01-05,1,973.0,973.0,Delhi
O00733,C0381,P29,2024-04-22,1,1019.0,1019.0,Mumbai
O00734,C0173,P41,2024-02-09,1,820.0,820.0,Hyderabad
O00735,C0227,P31,2024-02-01,1,1019.0,1019.0,Delhi
O00736,C0342,P12,2024-07-22,1,849.0,849.0,Bengaluru
O00737,C0294,P47,2024-07-26,1,176.0,176.0,Hyderabad
O00738,C0430,P20,2024-03-26,1,820.0,820.0,Chennai
O00739,C0131,P20,2024-02-25,1,820.0,820.0,Ahmedabad
O00740,C0490,P31,2024-04-22,2,1019.0,2038.0,Ahmedabad
O00741,C0179,P44,2024-11-10,2,764.0,1528.0,Mumbai
O00742,C0340,P45,2024-09-21,1,466.0,466.0,Pune
O00743,C0432,P42,2024-04-24,1,973.0,973.0,Ahmedabad
O00744,C0313,P62,2024-01-09,2,129.0,258.0,Hyderabad
O00745,C0364,P22,2024-04-29,1,871.0,871.0,Pune
O00746,C0074,P20,2024-07-07,1,820.0,820.0,Bengaluru
O00747,C0215,P34,2024-03-21,2,973.0,1946.0,Pune
O00748,C0364,P41,2024-08-30,1,820.0,820.0,Pune
O00749,C0299,P29,2024-08-02,2,1019.0,2038.0,Chennai
O00750,C0409,P16,2024-12-18,1,726.0,726.0,Hyderabad
O00751,C0470,P35,2024-03-10,1,849.0,849.0,Delhi
O00752,C0280,P25,2024-04-23,1,891.0,891.0,Hyderabad
O00753,C0352,P51,2024-08-13,1,176.0,176.0,Bengaluru
O00754,C0350,P25,2024-12-29,2,891.0,1782.0,Hyderabad
O00755,C0343,P20,2024-10-04,2,820.0,1640.0,Ahmedabad
O00756,C0321,P22,2024-08-28,2,871.0,1742.0,Pune
O00757,C0016,P33,2024-07-03,2,891.0,1782.0,Mumbai
O00758,C0001,P25,2024-03-21,1,891.0,891.0,Pune
O00759,C0265,P16,2024-11-12,1,726.0,726.0,Chennai
O00760,C0382,P56,2024-06-19,2,165.0,330.0,Chennai
O00761,C0113,P25,2024-01-18,2,891.0,1782.0,Chennai
O00762,C0060,P20,2024-03-11,1,820.0,820.0,Hyderabad
O00763,C0244,P43,2024-01-24,1,806.0,806.0,Pune
O00764,C0395,P15,2024-06-28,2,1572.0,3144.0,Hyderabad
O00765,C0199,P8,2024-10-04,1,925.0,925.0,Delhi
O00766,C0245,P60,2024-10-21,1,276.0,276.0,Delhi
O00767,C0231,P48,2024-08-27,2,235.0,470.0,Delhi
O00768,C0486,P16,2024-09-19,1,726.0,726.0,Chennai
O00769,C0194,P35,2024-07-10,1,849.0,849.0,Mumbai
O00770,C0123,P60,2024-04-04,1,276.0,276.0,Chennai
O00771,C0257,P20,2024-04-18,1,820.0,820.0,Mumbai
O00772,C0350,P46,2024-12-03,1,849.0,849.0,Hyderabad
O00773,C0402,P19,2024-10-02,2,891.0,1782.0,Mumbai
O00774,C0235,P14,2024-07-19,1,973.0,973.0,Mumbai
O00775,C0294,P28,2024-06-07,1,471.0,471.0,Hyderabad
O00776,C0204,P10,2024-03-28,1,1019.0,1019.0,Bengaluru
O00777,C0198,P21,2024-09-05,1,466.0,466.0,Hyderabad
O00778,C0146,P40,2024-09-20,1,891.0,891.0,Hyderabad
O00779,C0409,P44,2024-08-06,2,764.0,1528.0,Hyderabad
O00780,C0174,P6,2024-08-02,1,866.0,866.0,Chennai
O00781,C0247,P5,2024-05-02,1,755.0,755.0,Pune
O00782,C0428,P12,2024-02-06,2,849.0,1698.0,Ahmedabad
O00783,C0030,P53,2024-02-22,1,212.0,212.0,Ahmedabad
O00784,C0249,P24,2024-11-05,1,755.0,755.0,Ahmedabad
O00785,C0338,P54,2024-09-12,2,235.0,470.0,Delhi
O00786,C0102,P52,2024-07-23,2,229.0,458.0,Pune
O00787,C0013,P54,2024-01-14,1,235.0,235.0,Bengaluru
O00788,C0328,P4,2024-02-05,1,403.0,403.0,Hyderabad
O00789,C0122,P33,2024-02-24,1,891.0,891.0,Bengaluru
O00790,C0093,P3,2024-02-21,1,1019.0,1019.0,Delhi
O00791,C0238,P17,2024-07-09,2,849.0,1698.0,Hyderabad
O00792,C0165,P1,2024-05-01,1,905.0,905.0,Pune
O00793,C0086,P9,2024-05-05,2,973.0,1946.0,Mumbai
O00794,C0086,P28,2024-01-26,1,471.0,471.0,Mumbai
O00795,C0117,P49,2024-04-26,1,229.0,229.0,Hyderabad
O00796,C0352,P24,2024-01-19,1,755.0,755.0,Bengaluru
O00797,C0140,P55,2024-06-12,1,129.0,129.0,Delhi
O00798,C0371,P42,2024-09-06,1,973.0,973.0,Chennai
O00799,C0384,P34,2024-01-20,1,973.0,973.0,Delhi
O00800,C0082,P22,2024-09-27,1,871.0,871.0,Bengaluru
O00801,C0245,P9,2024-01-21,1,973.0,973.0,Delhi
O00802,C0179,P14,2024-03-28,1,973.0,973.0,Mumbai
O00803,C0222,P23,2024-01-26,1,891.0,891.0,Bengaluru
O00804,C0346,P51,2024-07-29,2,176.0,352.0,Mumbai
O00805,C0384,P46,2024-05-15,1,849.0,849.0,Delhi
O00806,C0447,P50,2024-07-02,1,176.0,176.0,Bengaluru
O00807,C0361,P53,2024-09-13,2,212.0,424.0,Hyderabad
O00808,C0374,P38,2024-09-28,1,755.0,755.0,Bengaluru
O00809,C0043,P13,2024-12-19,1,747.0,747.0,Pune
O00810,C0027,P25,2024-09-17,2,891.0,1782.0,Pune
O00811,C0148,P35,2024-01-31,1,849.0,849.0,Bengaluru
O00812,C0071,P23,2024-04-30,1,891.0,891.0,Mumbai
O00813,C0340,P38,2024-12-26,1,755.0,755.0,Pune
O00814,C0366,P20,2024-06-01,1,820.0,820.0,Bengaluru
