order_id,customer_id,product_id,order_date,quantity,price,revenue,city,year,month,day
O00751,C0470,P35,2024-03-10,1,849.0,849.0,Delhi,2024,3,10
O00752,C0280,P25,2024-04-23,1,891.0,891.0,Hyderabad,2024,4,23
O00753,C0352,P51,2024-08-13,1,176.0,176.0,Bengaluru,2024,8,13
O00754,C0350,P25,2024-12-29,2,891.0,1782.0,Hyderabad,2024,12,29
O00755,C0343,P20,2024-10-04,2,820.0,1640.0,Ahmedabad,2024,10,4
O00756,C0321,P22,2024-08-28,2,871.0,1742.0,Pune,2024,8,28
O00757,C0016,P33,2024-07-03,2,891.0,1782.0,Mumbai,2024,7,3
O00758,C0001,P25,2024-03-21,1,891.0,891.0,Pune,2024,3,21
O00759,C0265,P16,2024-11-12,1,726.0,726.0,Chennai,2024,11,12
O00760,C0382,P56,2024-06-19,2,165.0,330.0,Chennai,2024,6,19
O00761,C0113,P25,2024-01-18,2,891.0,1782.0,Chennai,2024,1,18
O00762,C0060,P20,2024-03-11,1,820.0,820.0,Hyderabad,2024,3,11
O00763,C0244,P43,2024-01-24,1,806.0,806.0,Pune,2024,1,24
O00764,C0395,P15,2024-06-28,2,1572.0,3144.0,Hyderabad,2024,6,28
O00765,C0199,P8,2024-10-04,1,925.0,925.0,Delhi,2024,10,4
O00766,C0245,P60,2024-10-21,1,276.0,276.0,Delhi,2024,10,21
O00767,C0231,P48,2024-08-27,2,235.0,470.0,Delhi,2024,8,27
O00768,C0486,P16,2024-09-19,1,726.0,726.0,Chennai,2024,9,19
O00769,C0194,P35,2024-07-10,1,849.0,849.0,Mumbai,2024,7,10
O00770,C0123,P60,2024-04-04,1,276.0,276.0,Chennai,2024,4,4
O00771,C0257,P20,2024-04-18,1,820.0,820.0,Mumbai,2024,4,18
O00772,C0350,P46,2024-12-03,1,849.0,849.0,Hyderabad,2024,12,3
O00773,C0402,P19,2024-10-02,2,891.0,1782.0,Mumbai,2024,10,2
O00774,C0235,P14,2024-07-19,1,973.0,973.0,Mumbai,2024,7,19
O00775,C0294,P28,2024-06-07,1,471.0,471.0,Hyderabad,2024,6,7
O00776,C0204,P10,2024-03-28,1,1019.0,1019.0,Bengaluru,2024,3,28
O00777,C0198,P21,2024-09-05,1,466.0,466.0,Hyderabad,2024,9,5
O00778,C0146,P40,2024-09-20,1,891.0,891.0,Hyderabad,2024,9,20
O00779,C0409,P44,2024-08-06,2,764.0,1528.0,Hyderabad,2024,8,6
O00780,C0174,P6,2024-08-02,1,866.0,866.0,Chennai,2024,8,2
O00781,C0247,P5,2024-05-02,1,755.0,755.0,Pune,2024,5,2
O00782,C0428,P12,2024-02-06,2,849.0,1698.0,Ahmedabad,2024,2,6
O00783,C0030,P53,2024-02-22,1,212.0,212.0,Ahmedabad,2024,2,22
O00784,C0249,P24,2024-11-05,1,755.0,755.0,Ahmedabad,2024,11,5
O00785,C0338,P54,2024-09-12,2,235.0,470.0,Delhi,2024,9,12
O00786,C0102,P52,2024-07-23,2,229.0,458.0,Pune,2024,7,23
O00787,C0013,P54,2024-01-14,1,235.0,235.0,Bengaluru,2024,1,14
O00788,C0328,P4,2024-02-05,1,403.0,403.0,Hyderabad,2024,2,5
O00789,C0122,P33,2024-02-24,1,891.0,891.0,Bengaluru,2024,2,24
O00790,C0093,P3,2024-02-21,1,1019.0,1019.0,Delhi,2024,2,21
O00791,C0238,P17,2024-07-09,2,849.0,1698.0,Hyderabad,2024,7,9
O00792,C0165,P1,2024-05-01,1,905.0,905.0,Pune,2024,5,1
O00793,C0086,P9,2024-05-05,2,973.0,1946.0,Mumbai,2024,5,5
O00794,C0086,P28,2024-01-26,1,471.0,471.0,Mumbai,2024,1,26
O00795,C0117,P49,2024-04-26,1,229.0,229.0,Hyderabad,2024,4,26
O00796,C0352,P24,2024-01-19,1,755.0,755.0,Bengaluru,2024,1,19
O00797,C0140,P55,2024-06-12,1,129.0,129.0,Delhi,2024,6,12
O00798,C0371,P42,2024-09-06,1,973.0,973.0,Chennai,2024,9,6
O00799,C0384,P34,2024-01-20,1,973.0,973.0,Delhi,2024,1,20
O00800,C0082,P22,2024-09-27,1,871.0,871.0,Bengaluru,2024,9,27
O00801,C0245,P9,2024-01-21,1,973.0,973.0,Delhi,2024,1,21
O00802,C0179,P14,2024-03-28,1,973.0,973.0,Mumbai,2024,3,28
O00803,C0222,P23,2024-01-26,1,891.0,891.0,Bengaluru,2024,1,26
O00804,C0346,P51,2024-07-29,2,176.0,352.0,Mumbai,2024,7,29
O00805,C0384,P46,2024-05-15,1,849.0,849.0,Delhi,2024,5,15
O00806,C0447,P50,2024-07-02,1,176.0,176.0,Bengaluru,2024,7,2
O00807,C0361,P53,2024-09-13,2,212.0,424.0,Hyderabad,2024,9,13
O00808,C0374,P38,2024-09-28,1,755.0,755.0,Bengaluru,2024,9,28
O00809,C0043,P13,2024-12-19,1,747.0,747.0,Pune,2024,12,19
O00810,C0027,P25,2024-09-17,2,891.0,1782.0,Pune,2024,9,17
O00811,C0148,P35,2024-01-31,1,849.0,849.0,Bengaluru,2024,1,31
O00812,C0071,P23,2024-04-30,1,891.0,891.0,Mumbai,2024,4,30
O00813,C0340,P38,2024-12-26,1,755.0,755.0,Pune,2024,12,26
O00814,C0366,P20,2024-06-01,1,820.0,820.0,Bengaluru,2024,6,1
O00815,C0169,P1,2024-04-14,1,905.0,905.0,Delhi,2024,4,14
O00816,C0041,P24,2024-08-05,1,755.0,755.0,Hyderabad,2024,8,5
O00817,C0377,P9,2024-05-30,2,973.0,1946.0,Pune,2024,5,30
O00818,C0206,P11,2024-08-01,1,973.0,973.0,Delhi,2024,8,1
O00819,C0438,P46,2024-01-10,1,849.0,849.0,Pune,2024,1,10
O00820,C0267,P15,2024-08-21,1,1572.0,1572.0,Chennai,2024,8,21
O00821,C0438,P4,2024-08-05,1,403.0,403.0,Pune,2024,8,5
O00822,C0152,P6,2024-09-17,1,866.0,866.0,Ahmedabad,2024,9,17
O00823,C0199,P35,2024-09-20,2,849.0,1698.0,Delhi,2024,9,20
O00824,C0310,P36,2024-05-31,1,891.0,891.0,Bengaluru,2024,5,31
O00825,C0026,P33,2024-09-29,1,891.0,891.0,Chennai,2024,9,29
O00826,C0421,P35,2024-11-13,1,849.0,849.0,Chennai,2024,11,13
O00827,C0370,P48,2024-05-31,1,235.0,235.0,Pune,2024,5,31
O00828,C0398,P57,2024-03-19,1,165.0,165.0,Ahmedabad,2024,3,19
O00829,C0412,P28,2024-02-10,1,471.0,471.0,Ahmedabad,2024,2,10
O00830,C0129,P57,2024-10-24,1,165.0,165.0,Chennai,2024,10,24
O00831,C0162,P59,2024-09-30,1,129.0,129.0,Chennai,2024,9,30
O00832,C0237,P54,2024-02-23,1,235.0,235.0,Hyderabad,2024,2,23
O00833,C0173,P9,2024-05-23,1,973.0,973.0,Hyderabad,2024,5,23
O00834,C0154,P12,2024-05-10,2,849.0,1698.0,Chennai,2024,5,10
O00835,C0366,P38,2024-06-25,2,755.0,1510.0,Bengaluru,2024,6,25
O00836,C0196,P39,2024-07-10,1,973.0,973.0,Bengaluru,2024,7,10
O00837,C0281,P24,2024-01-10,1,755.0,755.0,Hyderabad,2024,1,10
O00838,C0087,P8,2024-12-23,1,925.0,925.0,Pune,2024,12,23
O00839,C0390,P27,2024-02-19,1,551.0,551.0,Mumbai,2024,2,19
O00840,C0415,P4,2024-10-30,1,403.0,403.0,Delhi,2024,10,30
O00841,C0338,P53,2024-01-04,1,212.0,212.0,Delhi,2024,1,4
O00842,C0473,P8,2024-07-04,1,925.0,925.0,Delhi,2024,7,4
O00843,C0237,P8,2024-08-03,1,925.0,925.0,Hyderabad,2024,8,3
O00844,C0486,P53,2024-11-21,1,212.0,212.0,Chennai,2024,11,21
O00845,C0180,P20,2024-09-12,2,820.0,1640.0,Mumbai,2024,9,12
O00846,C0287,P52,2024-06-26,1,229.0,229.0,Chennai,2024,6,26
O00847,C0486,P17,2024-03-28,1,849.0,849.0,Chennai,2024,3,28
O00848,C0091,P36,2024-11-30,1,891.0,891.0,Hyderabad,2024,11,30
O00849,C0302,P18,2024-03-14,1,764.0,764.0,Bengaluru,2024,3,14
O00850,C0433,P55,2024-04-16,1,129.0,129.0,Bengaluru,2024,4,16
O00851,C0176,P29,2024-01-06,1,1019.0,1019.0,Mumbai,2024,1,6
O00852,C0407,P61,2024-03-08,2,223.0,446.0,Mumbai,2024,3,8
O00853,C0141,P24,2024-09-19,2,755.0,1510.0,Pune,2024,9,19
O00854,C0476,P55,2024-04-08,1,129.0,129.0,Hyderabad,2024,4,8
O00855,C0277,P57,2024-12-31,1,165.0,165.0,Chennai,2024,12,31
O00856,C0399,P25,2024-05-06,2,891.0,1782.0,Bengaluru,2024,5,6
O00857,C0206,P17,2024-12-27,1,849.0,849.0,Delhi,2024,12,27
O00858,C0026,P58,2024-06-06,1,165.0,165.0,Chennai,2024,6,6
O00859,C0093,P18,2024-07-09,1,764.0,764.0,Delhi,2024,7,9
O00860,C0177,P37,2024-12-12,2,1075.0,2150.0,Delhi,2024,12,12
O00861,C0453,P7,2024-08-01,2,811.0,1622.0,Hyderabad,2024,8,1
O00862,C0007,P29,2024-08-03,2,1019.0,2038.0,Bengaluru,2024,8,3
O00863,C0403,P9,2024-12-04,2,973.0,1946.0,Chennai,2024,12,4
O00864,C0294,P3,2024-05-12,1,1019.0,1019.0,Hyderabad,2024,5,12
O00865,C0233,P47,2024-03-13,1,176.0,176.0,Bengaluru,2024,3,13
O00866,C0305,P9,2024-07-25,2,973.0,1946.0,Mumbai,2024,7,25
O00867,C0012,P14,2024-09-21,1,973.0,973.0,Delhi,2024,9,21
O00868,C0350,P26,2024-04-08,2,373.0,746.0,Hyderabad,2024,4,8
O00869,C0342,P5,2024-07-18,1,755.0,755.0,Bengaluru,2024,7,18
O00870,C0021,P60,2024-05-03,1,276.0,276.0,Mumbai,2024,5,3
O00871,C0221,P45,2024-04-13,1,466.0,466.0,Mumbai,2024,4,13
O00872,C0470,P61,2024-10-07,1,223.0,223.0,Delhi,2024,10,7
O00873,C0398,P53,2024-06-20,2,212.0,424.0,Ahmedabad,2024,6,20
O00874,C0413,P43,2024-06-25,1,806.0,806.0,Pune,2024,6,25
O00875,C0316,P29,2024-09-11,1,1019.0,1019.0,Hyderabad,2024,9,11
O00876,C0500,P9,2024-09-20,1,973.0,973.0,Ahmedabad,2024,9,20
O00877,C0162,P36,2024-07-17,1,891.0,891.0,Chennai,2024,7,17
O00878,C0443,P34,2024-08-06,1,973.0,973.0,Ahmedabad,2024,8,6
O00879,C0267,P3,2024-09-27,1,1019.0,1019.0,Chennai,2024,9,27
O00880,C0496,P38,2024-09-27,1,755.0,755.0,Pune,2024,9,27
O00881,C0343,P18,2024-02-13,1,764.0,764.0,Ahmedabad,2024,2,13
O00882,C0325,P20,2024-01-21,1,820.0,820.0,Hyderabad,2024,1,21
O00883,C0281,P53,2024-09-07,1,212.0,212.0,Hyderabad,2024,9,7
O00884,C0289,P36,2024-10-02,2,891.0,1782.0,Bengaluru,2024,10,2
O00885,C0095,P41,2024-01-04,2,820.0,1640.0,Bengaluru,2024,1,4
O00886,C0315,P24,2024-06-24,1,755.0,755.0,Pune,2024,6,24
O00887,C0061,P4,2024-09-16,1,403.0,403.0,Pune,2024,9,16
O00888,C0454,P15,2024-07-15,1,1572.0,1572.0,Delhi,2024,7,15
O00889,C0118,P51,2024-06-19,1,176.0,176.0,Ahmedabad,2024,6,19
O00890,C0480,P47,2024-08-30,2,176.0,352.0,Hyderabad,2024,8,30
O00891,C0216,P13,2024-07-23,1,747.0,747.0,Delhi,2024,7,23
O00892,C0031,P29,2024-12-05,1,1019.0,1019.0,Hyderabad,2024,12,5
O00893,C0069,P28,2024-02-02,1,471.0,471.0,Ahmedabad,2024,2,2
O00894,C0267,P15,2024-04-11,1,1572.0,1572.0,Chennai,2024,4,11
O00895,C0022,P25,2024-09-12,2,891.0,1782.0,Delhi,2024,9,12
O00896,C0329,P56,2024-04-13,1,165.0,165.0,Mumbai,2024,4,13
O00897,C0323,P7,2024-03-10,1,811.0,811.0,Chennai,2024,3,10
O00898,C0037,P46,2024-10-18,1,849.0,849.0,Delhi,2024,10,18
O00899,C0069,P53,2024-05-19,1,212.0,212.0,Ahmedabad,2024,5,19
O00900,C0156,P32,2024-03-17,2,871.0,1742.0,Pune,2024,3,17
O00901,C0023,P50,2024-08-08,1,176.0,176.0,Delhi,2024,8,8
O00902,C0097,P48,2024-11-04,2,235.0,470.0,Ahmedabad,2024,11,4
O00903,C0347,P55,2024-02-27,1,129.0,129.0,Mumbai,2024,2,27
O00904,C0234,P30,2024-10-11,1,849.0,849.0,Bengaluru,2024,10,11
O00905,C0357,P44,2024-07-08,1,764.0,764.0,Bengaluru,2024,7,8
O00906,C0082,P26,2024-04-28,2,373.0,746.0,Bengaluru,2024,4,28
O00907,C0234,P37,2024-03-25,1,1075.0,1075.0,Bengaluru,2024,3,25
O00908,C0224,P24,2024-09-04,2,755.0,1510.0,Pune,2024,9,4
O00909,C0364,P20,2024-04-29,2,820.0,1640.0,Pune,2024,4,29
O00910,C0194,P5,2024-05-31,1,755.0,755.0,Mumbai,2024,5,31
O00911,C0418,P48,2024-11-12,2,235.0,470.0,Hyderabad,2024,11,12
O00912,C0274,P25,2024-11-27,1,891.0,891.0,Chennai,2024,11,27
O00913,C0355,P32,2024-11-10,2,871.0,1742.0,Bengaluru,2024,11,10
O00914,C0110,P24,2024-04-08,1,755.0,755.0,Chennai,2024,4,8
O00915,C0197,P13,2024-09-29,1,747.0,747.0,Bengaluru,2024,9,29
O00916,C0405,P17,2024-04-21,1,849.0,849.0,Mumbai,2024,4,21
O00917,C0001,P59,2024-01-09,1,129.0,129.0,Pune,2024,1,9
O00918,C0377,P53,2024-03-13,1,212.0,212.0,Pune,2024,3,13
O00919,C0298,P15,2024-04-01,1,1572.0,1572.0,Hyderabad,2024,4,1
O00920,C0274,P34,2024-10-04,2,973.0,1946.0,Chennai,2024,10,4
O00921,C0281,P54,2024-01-16,1,235.0,235.0,Hyderabad,2024,1,16
O00922,C0455,P26,2024-11-05,2,373.0,746.0,Bengaluru,2024,11,5
O00923,C0294,P46,2024-12-04,2,849.0,1698.0,Hyderabad,2024,12,4
O00924,C0278,P43,2024-04-13,1,806.0,806.0,Delhi,2024,4,13
O00925,C0087,P55,2024-04-05,1,129.0,129.0,Pune,2024,4,5
O00926,C0228,P22,2024-05-17,1,871.0,871.0,Bengaluru,2024,5,17
O00927,C0103,P44,2024-07-13,1,764.0,764.0,Mumbai,2024,7,13
O00928,C0300,P6,2024-08-18,2,866.0,1732.0,Pune,2024,8,18
O00929,C0302,P23,2024-12-14,2,891.0,1782.0,Bengaluru,2024,12,14
O00930,C0487,P8,2024-09-04,2,925.0,1850.0,Hyderabad,2024,9,4
O00931,C0361,P11,2024-07-03,1,973.0,973.0,Hyderabad,2024,7,3
O00932,C0368,P25,2024-02-17,2,891.0,1782.0,Mumbai,2024,2,17
O00933,C0092,P49,2024-06-11,2,229.0,458.0,Pune,2024,6,11
O00934,C0220,P53,2024-07-31,1,212.0,212.0,Delhi,2024,7,31
O00935,C0275,P9,2024-01-11,1,973.0,973.0,Delhi,2024,1,11
O00936,C0306,P21,2024-09-08,1,466.0,466.0,Chennai,2024,9,8
O00937,C0236,P41,2024-11-24,1,820.0,820.0,Mumbai,2024,11,24
O00938,C0005,P41,2024-07-25,1,820.0,820.0,Chennai,2024,7,25
O00939,C0350,P13,2024-05-28,2,747.0,1494.0,Hyderabad,2024,5,28
O00940,C0063,P62,2024-07-27,2,129.0,258.0,Hyderabad,2024,7,27
O00941,C0362,P13,2024-10-19,1,747.0,747.0,Delhi,2024,10,19
O00942,C0416,P26,2024-11-06,1,373.0,373.0,Chennai,2024,11,6
O00943,C0466,P36,2024-12-05,2,891.0,1782.0,Hyderabad,2024,12,5
O00944,C0051,P43,2024-07-08,1,806.0,806.0,Chennai,2024,7,8
O00945,C0279,P32,2024-12-30,1,871.0,871.0,Chennai,2024,12,30
O00946,C0240,P57,2024-01-24,1,165.0,165.0,Hyderabad,2024,1,24
O00947,C0001,P17,2024-04-20,1,849.0,849.0,Pune,2024,4,20
O00948,C0213,P16,2024-06-16,1,726.0,726.0,Chennai,2024,6,16
O00949,C0497,P30,2024-09-27,1,849.0,849.0,Ahmedabad,2024,9,27
O00950,C0087,P36,2024-12-23,1,891.0,891.0,Pune,2024,12,23
O00951,C0158,P13,2024-12-22,1,747.0,747.0,Pune,2024,12,22
O00952,C0272,P61,2024-11-24,1,223.0,223.0,Mumbai,2024,11,24
O00953,C0231,P4,2024-09-05,1,403.0,403.0,Delhi,2024,9,5
O00954,C0424,P12,2024-06-20,1,849.0,849.0,Delhi,2024,6,20
O00955,C0303,P62,2024-02-14,1,129.0,129.0,Ahmedabad,2024,2,14
O00956,C0429,P25,2024-11-30,1,891.0,891.0,Pune,2024,11,30
O00957,C0211,P24,2024-08-11,1,755.0,755.0,Pune,2024,8,11
O00958,C0014,P50,2024-12-29,1,176.0,176.0,Bengaluru,2024,12,29
O00959,C0032,P44,2024-06-19,1,764.0,764.0,Chennai,2024,6,19
O00960,C0138,P3,2024-02-10,2,1019.0,2038.0,Pune,2024,2,10
O00961,C0213,P11,2024-11-01,1,973.0,973.0,Chennai,2024,11,1
O00962,C0472,P42,2024-04-21,1,973.0,973.0,Mumbai,2024,4,21
O00963,C0433,P52,2024-04-22,1,229.0,229.0,Bengaluru,2024,4,22
O00964,C0178,P42,2024-02-19,1,973.0,973.0,Delhi,2024,2,19
O00965,C0098,P56,2024-02-07,1,165.0,165.0,Delhi,2024,2,7
O00966,C0106,P51,2024-06-13,1,176.0,176.0,Pune,2024,6,13
O00967,C0306,P29,2024-01-16,2,1019.0,2038.0,Chennai,2024,1,16
O00968,C0439,P14,2024-05-22,2,973.0,1946.0,Mumbai,2024,5,22
O00969,C0291,P12,2024-12-10,2,849.0,1698.0,Delhi,2024,12,10
O00970,C0164,P18,2024-01-31,1,764.0,764.0,Chennai,2024,1,31
O00971,C0286,P51,2024-08-24,2,176.0,352.0,Ahmedabad,2024,8,24
O00972,C0149,P23,2024-04-30,1,891.0,891.0,Bengaluru,2024,4,30
O00973,C0106,P42,2024-09-25,2,973.0,1946.0,Pune,2024,9,25
O00974,C0177,P49,2024-03-02,1,229.0,229.0,Delhi,2024,3,2
O00975,C0045,P38,2024-03-12,1,755.0,755.0,Hyderabad,2024,3,12
O00976,C0048,P3,2024-08-24,1,1019.0,1019.0,Bengaluru,2024,8,24
O00977,C0476,P53,2024-03-31,1,212.0,212.0,Hyderabad,2024,3,31
O00978,C0224,P3,2024-04-19,1,1019.0,1019.0,Pune,2024,4,19
O00979,C0452,P12,2024-10-10,1,849.0,849.0,Mumbai,2024,10,10
O00980,C0218,P7,2024-04-19,1,811.0,811.0,Delhi,2024,4,19
O00981,C0289,P6,2024-12-31,1,866.0,866.0,Bengaluru,2024,12,31
O00982,C0475,P31,2024-02-15,1,1019.0,1019.0,Chennai,2024,2,15
O00983,C0256,P42,2024-08-05,1,973.0,973.0,Bengaluru,2024,8,5
O00984,C0378,P52,2024-03-02,1,229.0,229.0,Mumbai,2024,3,2
O00985,C0029,P15,2024-03-01,1,1572.0,1572.0,Hyderabad,2024,3,1
O00986,C0097,P9,2024-09-14,1,973.0,973.0,Ahmedabad,2024,9,14
O00987,C0065,P13,2024-07-17,1,747.0,747.0,Mumbai,2024,7,17
O00988,C0408,P11,2024-05-26,1,973.0,973.0,Delhi,2024,5,26
O00989,C0028,P50,2024-03-21,1,176.0,176.0,Hyderabad,2024,3,21
O00990,C0347,P57,2024-12-12,2,165.0,330.0,Mumbai,2024,12,12
O00991,C0409,P17,2024-09-28,2,849.0,1698.0,Hyderabad,2024,9,28
O00992,C0039,P30,2024-04-15,1,849.0,849.0,Bengaluru,2024,4,15
O00993,C0465,P60,2024-08-14,1,276.0,276.0,Delhi,2024,8,14
O00994,C0135,P62,2024-07-26,2,129.0,258.0,Pune,2024,7,26
O00995,C0203,P3,2024-06-17,1,1019.0,1019.0,Bengaluru,2024,6,17
O00996,C0050,P33,2024-12-12,1,891.0,891.0,Pune,2024,12,12
O00997,C0044,P57,2024-07-24,1,165.0,165.0,Pune,2024,7,24
O00998,C0366,P50,2024-02-25,1,176.0,176.0,Bengaluru,2024,2,25
O00999,C0220,P11,2024-02-07,1,973.0,973.0,Delhi,2024,2,7
O01000,C0491,P43,2024-01-07,1,806.0,806.0,Pune,2024,1,7
O01001,C0389,P53,2024-11-06,1,212.0,212.0,Mumbai,2024,11,6
O01002,C0308,P14,2024-04-06,1,973.0,973.0,Hyderabad,2024,4,6
O01003,C0219,P24,2024-02-22,2,755.0,1510.0,Ahmedabad,2024,2,22
O01004,C0014,P34,2024-04-10,1,973.0,973.0,Bengaluru,2024,4,10
O01005,C0146,P7,2024-03-31,1,811.0,811.0,Hyderabad,2024,3,31
O01006,C0420,P56,2024-01-16,2,165.0,330.0,Bengaluru,2024,1,16
O01007,C0221,P58,2024-04-14,1,165.0,165.0,Mumbai,2024,4,14
O01008,C0268,P34,2024-12-01,1,973.0,973.0,Bengaluru,2024,12,1
O01009,C0481,P2,2024-10-02,1,806.0,806.0,Hyderabad,2024,10,2
O01010,C0334,P33,2024-07-29,1,891.0,891.0,Bengaluru,2024,7,29
O01011,C0206,P18,2024-10-17,2,764.0,1528.0,Delhi,2024,10,17
O01012,C0370,P52,2024-11-19,1,229.0,229.0,Pune,2024,11,19
O01013,C0371,P8,2024-01-31,1,925.0,925.0,Chennai,2024,1,31
O01014,C0255,P44,2024-12-11,1,764.0,764.0,Mumbai,2024,12,11
O01015,C0487,P2,2024-09-08,1,806.0,806.0,Hyderabad,2024,9,8
O01016,C0217,P53,2024-08-08,1,212.0,212.0,Chennai,2024,8,8
O01017,C0086,P21,2024-10-15,1,466.0,466.0,Mumbai,2024,10,15
O01018,C0270,P1,2024-01-23,2,905.0,1810.0,Pune,2024,1,23
O01019,C0211,P16,2024-12-26,1,726.0,726.0,Pune,2024,12,26
O01020,C0046,P19,2024-07-04,1,891.0,891.0,Chennai,2024,7,4
O01021,C0157,P54,2024-06-13,2,235.0,470.0,Delhi,2024,6,13
O01022,C0216,P27,2024-04-13,1,551.0,551.0,Delhi,2024,4,13
O01023,C0210,P21,2024-02-24,1,466.0,466.0,Hyderabad,2024,2,24
O01024,C0052,P43,2024-01-09,2,806.0,1612.0,Bengaluru,2024,1,9
O01025,C0027,P42,2024-04-07,1,973.0,973.0,Pune,2024,4,7
O01026,C0446,P37,2024-06-22,2,1075.0,2150.0,Delhi,2024,6,22
O01027,C0105,P8,2024-03-10,1,925.0,925.0,Delhi,2024,3,10
O01028,C0308,P47,2024-02-29,2,176.0,352.0,Hyderabad,2024,2,29
O01029,C0275,P30,2024-04-10,1,849.0,849.0,Delhi,2024,4,10
O01030,C0229,P18,2024-03-03,1,764.0,764.0,Ahmedabad,2024,3,3
O01031,C0098,P7,2024-05-26,1,811.0,811.0,Delhi,2024,5,26
O01032,C0177,P50,2024-09-07,1,176.0,176.0,Delhi,2024,9,7
O01033,C0491,P11,2024-07-28,2,973.0,1946.0,Pune,2024,7,28
O01034,C0336,P19,2024-07-24,1,891.0,891.0,Bengaluru,2024,7,24
O01035,C0109,P40,2024-01-18,1,891.0,891.0,Mumbai,2024,1,18
O01036,C0090,P29,2024-01-03,2,1019.0,2038.0,Delhi,2024,1,3
O01037,C0277,P27,2024-07-12,1,551.0,551.0,Chennai,2024,7,12
O01038,C0317,P32,2024-05-24,2,871.0,1742.0,Bengaluru,2024,5,24
O01039,C0452,P53,2024-12-14,1,212.0,212.0,Mumbai,2024,12,14
O01040,C0287,P8,2024-11-27,2,925.0,1850.0,Chennai,2024,11,27
O01041,C0078,P48,2024-10-17,1,235.0,235.0,Bengaluru,2024,10,17
O01042,C0286,P21,2024-09-18,1,466.0,466.0,Ahmedabad,2024,9,18
O01043,C0104,P60,2024-08-11,1,276.0,276.0,Mumbai,2024,8,11
O01044,C0024,P43,2024-01-21,1,806.0,806.0,Mumbai,2024,1,21
O01045,C0370,P62,2024-07-09,1,129.0,129.0,Pune,2024,7,9
O01046,C0042,P60,2024-04-27,1,276.0,276.0,Bengaluru,2024,4,27
O01047,C0332,P14,2024-10-19,1,973.0,973.0,Chennai,2024,10,19
O01048,C0405,P24,2024-02-11,1,755.0,755.0,Mumbai,2024,2,11
O01049,C0221,P48,2024-01-22,2,235.0,470.0,Mumbai,2024,1,22
O01050,C0250,P21,2024-05-04,1,466.0,466.0,Ahmedabad,2024,5,4
O01051,C0423,P27,2024-10-28,1,551.0,551.0,Hyderabad,2024,10,28
O01052,C0168,P14,2024-03-21,1,973.0,973.0,Chennai,2024,3,21
O01053,C0417,P39,2024-04-28,1,973.0,973.0,Hyderabad,2024,4,28
O01054,C0158,P56,2024-08-18,2,165.0,330.0,Pune,2024,8,18
O01055,C0306,P60,2024-06-15,1,276.0,276.0,Chennai,2024,6,15
O01056,C0413,P16,2024-11-25,1,726.0,726.0,Pune,2024,11,25
O01057,C0132,P18,2024-12-05,1,764.0,764.0,Delhi,2024,12,5
O01058,C0063,P25,2024-11-25,1,891.0,891.0,Hyderabad,2024,11,25
O01059,C0187,P4,2024-08-29,2,403.0,806.0,Bengaluru,2024,8,29
O01060,C0075,P27,2024-05-15,1,551.0,551.0,Mumbai,2024,5,15
O01061,C0387,P34,2024-11-15,1,973.0,973.0,Delhi,2024,11,15
O01062,C0321,P39,2024-10-13,1,973.0,973.0,Pune,2024,10,13
O01063,C0311,P42,2024-09-09,2,973.0,1946.0,Bengaluru,2024,9,9
O01064,C0271,P51,2024-12-31,1,176.0,176.0,Delhi,2024,12,31
O01065,C0086,P46,2024-11-20,2,849.0,1698.0,Mumbai,2024,11,20
O01066,C0143,P25,2024-09-09,1,891.0,891.0,Mumbai,2024,9,9
O01067,C0055,P62,2024-01-01,1,129.0,129.0,Delhi,2024,1,1
O01068,C0359,P23,2024-06-14,2,891.0,1782.0,Ahmedabad,2024,6,14
O01069,C0170,P45,2024-08-01,2,466.0,932.0,Chennai,2024,8,1
O01070,C0326,P42,2024-06-27,1,973.0,973.0,Pune,2024,6,27
O01071,C0491,P12,2024-07-04,2,849.0,1698.0,Pune,2024,7,4
O01072,C0203,P38,2024-10-19,1,755.0,755.0,Bengaluru,2024,10,19
O01073,C0201,P61,2024-01-06,2,223.0,446.0,Mumbai,2024,1,6
O01074,C0098,P26,2024-11-07,2,373.0,746.0,Delhi,2024,11,7
O01075,C0482,P47,2024-04-14,1,176.0,176.0,Mumbai,2024,4,14
O01076,C0110,P43,2024-10-21,2,806.0,1612.0,Chennai,2024,10,21
O01077,C0178,P54,2024-01-21,1,235.0,235.0,Delhi,2024,1,21
O01078,C0500,P27,2024-03-31,1,551.0,551.0,Ahmedabad,2024,3,31
O01079,C0002,P1,2024-11-22,1,905.0,905.0,Bengaluru,2024,11,22
O01080,C0107,P19,2024-05-18,1,891.0,891.0,Delhi,2024,5,18
O01081,C0213,P50,2024-05-07,1,176.0,176.0,Chennai,2024,5,7
O01082,C0361,P10,2024-06-27,1,1019.0,1019.0,Hyderabad,2024,6,27
O01083,C0310,P48,2024-02-10,1,235.0,235.0,Bengaluru,2024,2,10
O01084,C0389,P29,2024-07-30,1,1019.0,1019.0,Mumbai,2024,7,30
O01085,C0424,P55,2024-10-14,1,129.0,129.0,Delhi,2024,10,14
O01086,C0236,P21,2024-12-07,1,466.0,466.0,Mumbai,2024,12,7
O01087,C0470,P57,2024-03-02,1,165.0,165.0,Delhi,2024,3,2
O01088,C0100,P3,2024-02-29,1,1019.0,1019.0,Bengaluru,2024,2,29
O01089,C0033,P10,2024-06-07,1,1019.0,1019.0,Pune,2024,6,7
